,sample_pt_desc,year,qtr,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river_id
1720,Causeway @ Alexander Dam,2018,3,Jul-Sep,0.0,56.0,0.0,8.6,0.46,0.15,20.0,100.0,0.0,0.0,30.0,2
1721,Causeway @ Alexander Dam,2018,4,Oct-Dec,0.0,64.0,0.0,7.9,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1722,Outflow from Cowles Dam ,2018,1,Jan-Mar,0.0,74.0,161.0,7.5,0.6,0.18,40.0,100.0,100.0,0.0,60.0,2
1723,Outflow from Cowles Dam ,2018,2,Apr-Jun,0.0,79.0,96.0,7.4,1.49,0.23,40.0,100.0,100.0,0.0,60.0,2
1724,Outflow from Cowles Dam ,2018,3,Jul-Sep,0.0,125.0,1653.0,7.7,0.9,0.18,20.0,100.0,0.0,0.0,30.0,2
1725,Outflow from Cowles Dam ,2018,4,Oct-Dec,0.0,111.0,1151.0,7.6,1.32,2.11,40.0,90.91,0.0,0.0,32.73,2
1726,Stream from Daveyton below Welgedacht WWTW,2018,1,Jan-Mar,0.0,68.0,249.0,7.3,1.31,2.1,40.0,90.91,100.0,0.0,57.73,2
1727,Stream from Daveyton below Welgedacht WWTW,2018,2,Apr-Jun,0.0,64.0,800.0,7.4,1.71,0.96,40.0,90.91,0.0,0.0,32.73,2
1728,Stream from Daveyton below Welgedacht WWTW,2018,3,Jul-Sep,0.0,74.0,2134.0,7.4,2.07,0.81,40.0,90.91,0.0,0.0,32.73,2
1729,Stream from Daveyton below Welgedacht WWTW,2018,4,Oct-Dec,0.0,97.0,539.0,7.5,3.4,0.54,40.0,100.0,0.0,0.0,35.0,2
1730,Blesbokspruit @ Welgedacht,2018,1,Jan-Mar,0.0,66.0,0.0,7.2,0.59,1.63,40.0,90.91,0.0,0.0,32.73,2
1731,Blesbokspruit @ Welgedacht,2018,2,Apr-Jun,0.0,66.0,0.0,7.5,1.8,0.62,40.0,90.91,0.0,0.0,32.73,2
1732,Blesbokspruit @ Welgedacht,2018,3,Jul-Sep,0.0,79.0,0.0,7.6,1.01,0.86,40.0,90.91,0.0,0.0,32.73,2
1733,Blesbokspruit @ Welgedacht,2018,4,Oct-Dec,0.0,81.0,0.0,7.6,1.04,3.25,40.0,90.91,0.0,0.0,32.73,2
1734,Blesbokspruit @ Grootvlei Mine Train Bridge,2018,1,Jan-Mar,0.0,120.0,0.0,7.4,0.87,0.73,40.0,90.91,0.0,0.0,32.73,2
1735,Blesbokspruit @ Grootvlei Mine Train Bridge,2018,2,Apr-Jun,0.0,124.0,0.0,7.5,1.01,0.56,20.0,90.91,0.0,0.0,27.73,2
1736,Blesbokspruit @ Grootvlei Mine Train Bridge,2018,3,Jul-Sep,0.0,182.0,0.0,7.6,1.77,0.42,20.0,90.91,0.0,0.0,27.73,2
1737,Blesbokspruit @ Grootvlei Mine Train Bridge,2018,4,Oct-Dec,0.0,88.0,0.0,8.0,0.6,0.94,40.0,90.91,0.0,0.0,32.73,2
1738,Klein Blesbokspruit @ Selection Park,2018,1,Jan-Mar,0.0,73.0,0.0,7.6,0.9,0.47,40.0,100.0,0.0,0.0,35.0,2
1739,Klein Blesbokspruit @ Selection Park,2018,2,Apr-Jun,0.0,51.0,0.0,7.8,1.07,0.19,40.0,100.0,0.0,0.0,35.0,2
1740,Klein Blesbokspruit @ Selection Park,2018,3,Jul-Sep,0.0,46.0,0.0,7.9,0.98,0.13,40.0,100.0,0.0,0.0,35.0,2
1741,Klein Blesbokspruit @ Selection Park,2018,4,Oct-Dec,0.0,45.0,0.0,7.5,0.97,0.25,40.0,100.0,0.0,0.0,35.0,2
1742,Blesbokspruit on N17 Toll Road @ Springs,2018,1,Jan-Mar,0.0,111.0,0.0,7.5,0.63,1.04,40.0,90.91,0.0,0.0,32.73,2
1743,Blesbokspruit on N17 Toll Road @ Springs,2018,2,Apr-Jun,0.0,122.0,0.0,7.5,0.75,0.53,20.0,90.91,0.0,0.0,27.73,2
1744,Blesbokspruit on N17 Toll Road @ Springs,2018,3,Jul-Sep,0.0,167.0,0.0,7.6,0.91,0.47,20.0,81.82,0.0,0.0,25.46,2
1745,Blesbokspruit on N17 Toll Road @ Springs,2018,4,Oct-Dec,0.0,98.0,0.0,7.8,0.5,0.91,40.0,90.91,0.0,0.0,32.73,2
1746,Blesbokspruit @ Marievale Bird Sanctuary,2018,1,Jan-Mar,0.0,113.0,0.0,7.5,0.33,0.58,40.0,81.82,0.0,0.0,30.46,2
1747,Blesbokspruit @ Marievale Bird Sanctuary,2018,2,Apr-Jun,0.0,102.0,0.0,7.6,0.44,0.62,40.0,90.91,0.0,0.0,32.73,2
1748,Blesbokspruit @ Marievale Bird Sanctuary,2018,3,Jul-Sep,0.0,165.0,0.0,7.7,0.46,0.42,20.0,81.82,0.0,0.0,25.46,2
1749,Blesbokspruit @ Marievale Bird Sanctuary,2018,4,Oct-Dec,0.0,178.0,0.0,7.6,0.5,0.52,20.0,90.91,0.0,0.0,27.73,2
1750,Blesbokspruit on R42 bridge @ Nigel,2018,1,Jan-Mar,0.0,122.0,0.0,7.8,0.33,0.58,20.0,100.0,0.0,0.0,30.0,2
1751,Blesbokspruit on R42 bridge @ Nigel,2018,2,Apr-Jun,0.0,67.0,0.0,7.6,0.44,0.6,40.0,100.0,0.0,0.0,35.0,2
1752,Blesbokspruit on R42 bridge @ Nigel,2018,3,Jul-Sep,0.0,126.0,0.0,7.8,0.46,0.42,20.0,81.82,0.0,0.0,25.46,2
1753,Blesbokspruit on R42 bridge @ Nigel,2018,4,Oct-Dec,0.0,173.0,0.0,7.9,0.5,0.52,20.0,90.91,0.0,0.0,27.73,2
1754,Stormwater drain from Nigel Dam,2018,1,Jan-Mar,0.0,89.0,0.0,7.4,0.37,0.17,40.0,81.82,0.0,0.0,30.46,2
1755,Stormwater drain from Nigel Dam,2018,2,Apr-Jun,0.0,64.0,0.0,7.5,0.44,0.17,40.0,100.0,0.0,0.0,35.0,2
1756,Stormwater drain from Nigel Dam,2018,3,Jul-Sep,0.0,84.0,0.0,7.4,0.46,0.13,40.0,100.0,0.0,0.0,35.0,2
1757,Stormwater drain from Nigel Dam,2018,4,Oct-Dec,0.0,135.0,0.0,6.8,0.55,0.25,20.0,81.82,0.0,0.0,25.46,2
1758,Blesbokspruit @ Nigel,2018,1,Jan-Mar,0.0,99.0,2544.0,7.8,0.41,0.63,60.0,90.91,0.0,0.0,37.73,2
1759,Blesbokspruit @ Nigel,2018,2,Apr-Jun,0.0,103.0,4422.0,8.0,0.44,0.52,40.0,100.0,0.0,0.0,35.0,2
1760,Blesbokspruit @ Nigel,2018,3,Jul-Sep,0.0,135.0,3108.0,7.9,0.46,0.33,20.0,90.91,0.0,0.0,27.73,2
1761,Blesbokspruit @ Nigel,2018,4,Oct-Dec,0.0,165.0,7127.0,7.8,0.73,0.53,20.0,90.91,0.0,0.0,27.73,2
1762,Blesbokspruit @ Jameson Park,2018,1,Jan-Mar,0.0,113.0,0.0,7.8,0.7,0.56,40.0,100.0,0.0,0.0,35.0,2
1763,Blesbokspruit @ Jameson Park,2018,2,Apr-Jun,0.0,95.0,0.0,7.8,0.44,0.55,40.0,100.0,0.0,0.0,35.0,2
1764,Blesbokspruit @ Jameson Park,2018,3,Jul-Sep,0.0,152.0,0.0,7.7,0.5,0.39,20.0,81.82,0.0,0.0,25.46,2
1765,Blesbokspruit @ Jameson Park,2018,4,Oct-Dec,0.0,110.0,0.0,7.7,1.66,7.17,40.0,90.91,0.0,0.0,32.73,2
1766,Stream from Kaydale Station,2018,1,Jan-Mar,0.0,45.0,0.0,7.3,2.03,0.44,40.0,100.0,0.0,0.0,35.0,2
1767,Stream from Kaydale Station,2018,2,Apr-Jun,0.0,45.0,0.0,7.5,1.97,0.47,40.0,100.0,0.0,0.0,35.0,2
1768,Stream from Kaydale Station,2018,3,Jul-Sep,0.0,50.0,0.0,7.4,1.8,1.33,40.0,90.91,0.0,0.0,32.73,2
1769,Stream from Kaydale Station,2018,4,Oct-Dec,0.0,80.0,0.0,7.4,2.73,1.4,40.0,90.91,0.0,0.0,32.73,2
1770,Suikerbosrant River below Balfour,2018,1,Jan-Mar,0.0,29.0,714.0,7.2,0.58,0.19,40.0,90.91,0.0,0.0,32.73,2
1771,Suikerbosrant River below Balfour,2018,2,Apr-Jun,0.0,40.0,177.0,7.4,1.12,0.18,40.0,100.0,100.0,0.0,60.0,2
1772,Suikerbosrant River below Balfour,2018,3,Jul-Sep,0.0,50.0,28.0,7.8,2.04,0.18,40.0,100.0,100.0,0.0,60.0,2
1773,Suikerbosrant River below Balfour,2018,4,Oct-Dec,0.0,57.0,334.0,7.8,0.57,0.25,40.0,100.0,100.0,0.0,60.0,2
1774,Outflow from New Kleinfontein Dam,2019,1,Jan-Mar,0.0,40.0,0.0,7.7,4.67,0.83,40.0,90.91,0.0,0.0,32.73,2
1775,Outflow from New Kleinfontein Dam,2019,2,Apr-Jun,0.0,33.0,0.0,7.5,0.87,0.25,40.0,100.0,0.0,0.0,35.0,2
1776,Outflow from New Kleinfontein Dam,2019,3,Jul-Sep,0.0,42.0,0.0,7.6,0.5,0.31,40.0,100.0,0.0,0.0,35.0,2
1777,Outflow from New Kleinfontein Dam,2019,4,Oct-Dec,0.0,45.0,0.0,7.5,1.17,0.25,60.0,90.91,0.0,0.0,37.73,2
1778,Outflow from Van Ryn Dam,2019,1,Jan-Mar,0.0,40.0,0.0,7.5,0.5,1.1,40.0,90.91,0.0,0.0,32.73,2
1779,Outflow from Van Ryn Dam,2019,2,Apr-Jun,0.0,61.0,0.0,7.7,1.2,1.43,40.0,81.82,0.0,0.0,30.46,2
1780,Outflow from Van Ryn Dam,2019,3,Jul-Sep,0.0,73.0,0.0,7.9,0.92,1.58,40.0,81.82,0.0,0.0,30.46,2
1781,Outflow from Van Ryn Dam,2019,4,Oct-Dec,0.0,72.0,0.0,7.9,0.93,1.95,60.0,72.73,0.0,0.0,33.18,2
1782,Stream from Brakpan Lake,2019,1,Jan-Mar,0.0,47.0,0.0,7.0,0.5,0.33,40.0,100.0,0.0,0.0,35.0,2
1783,Stream from Brakpan Lake,2019,2,Apr-Jun,0.0,49.0,0.0,7.3,0.73,0.25,40.0,100.0,0.0,0.0,35.0,2
1784,Stream from Brakpan Lake,2019,3,Jul-Sep,0.0,63.0,0.0,7.3,0.5,0.86,40.0,81.82,0.0,0.0,30.46,2
1785,Stream from Brakpan Lake,2019,4,Oct-Dec,0.0,77.0,0.0,7.4,0.57,3.85,40.0,72.73,0.0,0.0,28.18,2
1786,Causeway @ Alexander Dam,2019,1,Jan-Mar,0.0,42.0,0.0,7.8,0.5,0.32,40.0,100.0,0.0,0.0,35.0,2
1787,Causeway @ Alexander Dam,2019,2,Apr-Jun,0.0,44.0,0.0,7.6,0.83,0.29,40.0,100.0,0.0,0.0,35.0,2
1788,Causeway @ Alexander Dam,2019,3,Jul-Sep,0.0,66.0,0.0,7.9,0.97,0.53,40.0,100.0,0.0,0.0,35.0,2
1789,Causeway @ Alexander Dam,2019,4,Oct-Dec,0.0,59.0,0.0,7.7,0.67,2.38,60.0,90.91,0.0,0.0,37.73,2
1790,Stream from Daveyton below Welgedacht WWTW,2019,1,Jan-Mar,0.0,48.0,2680.0,7.6,1.95,0.53,40.0,100.0,0.0,0.0,35.0,2
1791,Stream from Daveyton below Welgedacht WWTW,2019,2,Apr-Jun,0.0,61.0,48.0,7.5,2.18,0.55,40.0,100.0,100.0,0.0,60.0,2
1792,Stream from Daveyton below Welgedacht WWTW,2019,3,Jul-Sep,0.0,75.0,155.0,7.4,1.53,2.03,40.0,81.82,100.0,0.0,55.46,2
1793,Stream from Daveyton below Welgedacht WWTW,2019,4,Oct-Dec,0.0,67.0,25151.0,7.3,1.66,0.61,40.0,90.91,0.0,0.0,32.73,2
1794,Blesbokspruit @ Welgedacht,2019,1,Jan-Mar,0.0,69.0,0.0,7.8,1.14,0.52,40.0,100.0,0.0,0.0,35.0,2
1795,Blesbokspruit @ Welgedacht,2019,2,Apr-Jun,0.0,65.0,0.0,7.5,1.43,0.43,40.0,100.0,0.0,0.0,35.0,2
1796,Blesbokspruit @ Welgedacht,2019,3,Jul-Sep,0.0,91.0,0.0,7.6,1.5,1.04,40.0,90.91,0.0,0.0,32.73,2
1797,Blesbokspruit @ Welgedacht,2019,4,Oct-Dec,0.0,83.0,0.0,7.4,1.3,0.34,40.0,100.0,0.0,0.0,35.0,2
1798,Blesbokspruit @ Grootvlei Mine Train Bridge,2019,1,Jan-Mar,0.0,92.0,0.0,7.6,0.9,0.61,40.0,90.91,0.0,0.0,32.73,2
1799,Blesbokspruit @ Grootvlei Mine Train Bridge,2019,2,Apr-Jun,0.0,148.0,0.0,7.6,0.84,0.27,20.0,72.73,0.0,0.0,23.18,2
1800,Blesbokspruit @ Grootvlei Mine Train Bridge,2019,3,Jul-Sep,0.0,167.0,0.0,7.5,1.43,0.31,20.0,72.73,0.0,0.0,23.18,2
1801,Blesbokspruit @ Grootvlei Mine Train Bridge,2019,4,Oct-Dec,0.0,152.0,0.0,7.5,1.01,0.59,20.0,81.82,0.0,0.0,25.46,2
1802,Klein Blesbokspruit @ Selection Park,2019,1,Jan-Mar,0.0,41.0,0.0,7.6,0.84,0.25,40.0,100.0,0.0,0.0,35.0,2
1803,Klein Blesbokspruit @ Selection Park,2019,2,Apr-Jun,0.0,42.0,0.0,7.7,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1804,Klein Blesbokspruit @ Selection Park,2019,3,Jul-Sep,0.0,39.0,0.0,7.8,0.71,0.25,60.0,100.0,0.0,0.0,40.0,2
1805,Klein Blesbokspruit @ Selection Park,2019,4,Oct-Dec,0.0,41.0,0.0,7.3,0.9,0.25,40.0,81.82,0.0,0.0,30.46,2
1806,Blesbokspruit on N17 Toll Road @ Springs,2019,1,Jan-Mar,0.0,101.0,0.0,7.6,0.56,0.73,40.0,90.91,0.0,0.0,32.73,2
1807,Blesbokspruit on N17 Toll Road @ Springs,2019,2,Apr-Jun,0.0,137.0,0.0,7.5,0.66,0.31,20.0,90.91,0.0,0.0,27.73,2
1808,Blesbokspruit on N17 Toll Road @ Springs,2019,3,Jul-Sep,0.0,168.0,0.0,7.6,1.17,0.68,20.0,72.73,0.0,0.0,23.18,2
1809,Blesbokspruit on N17 Toll Road @ Springs,2019,4,Oct-Dec,0.0,147.0,0.0,7.4,0.53,0.55,20.0,72.73,0.0,0.0,23.18,2
1810,Blesbokspruit @ Marievale Bird Sanctuary,2019,1,Jan-Mar,0.0,112.0,0.0,7.8,0.5,0.76,40.0,90.91,0.0,0.0,32.73,2
1811,Blesbokspruit @ Marievale Bird Sanctuary,2019,2,Apr-Jun,0.0,125.0,0.0,7.6,0.5,0.57,20.0,90.91,0.0,0.0,27.73,2
1812,Blesbokspruit @ Marievale Bird Sanctuary,2019,3,Jul-Sep,0.0,147.0,0.0,7.7,0.5,0.34,20.0,81.82,0.0,0.0,25.46,2
1813,Blesbokspruit @ Marievale Bird Sanctuary,2019,4,Oct-Dec,0.0,173.0,0.0,7.6,0.5,0.9,20.0,63.64,0.0,0.0,20.91,2
1814,Blesbokspruit on R42 bridge @ Nigel,2019,1,Jan-Mar,0.0,113.0,0.0,7.9,0.5,0.77,40.0,81.82,0.0,0.0,30.46,2
1815,Blesbokspruit on R42 bridge @ Nigel,2019,2,Apr-Jun,0.0,122.0,0.0,7.9,0.5,0.48,20.0,90.91,0.0,0.0,27.73,2
1816,Blesbokspruit on R42 bridge @ Nigel,2019,3,Jul-Sep,0.0,158.0,0.0,7.8,0.5,0.34,40.0,81.82,0.0,0.0,30.46,2
1817,Blesbokspruit on R42 bridge @ Nigel,2019,4,Oct-Dec,0.0,172.0,0.0,7.7,0.5,0.67,20.0,72.73,0.0,0.0,23.18,2
1818,Stormwater drain from Nigel Dam,2019,1,Jan-Mar,0.0,83.0,0.0,6.7,0.5,0.6,40.0,90.91,0.0,0.0,32.73,2
1819,Stormwater drain from Nigel Dam,2019,2,Apr-Jun,0.0,68.0,0.0,7.7,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1820,Stormwater drain from Nigel Dam,2019,3,Jul-Sep,0.0,76.0,0.0,7.7,0.5,0.25,60.0,100.0,0.0,0.0,40.0,2
1821,Stormwater drain from Nigel Dam,2019,4,Oct-Dec,0.0,96.0,0.0,7.4,0.5,0.28,40.0,81.82,0.0,0.0,30.46,2
1822,Blesbokspruit @ Nigel,2019,1,Jan-Mar,0.0,111.0,9175.0,8.0,0.5,0.62,40.0,90.91,0.0,0.0,32.73,2
1823,Blesbokspruit @ Nigel,2019,2,Apr-Jun,0.0,118.0,2114.0,8.0,0.5,0.46,40.0,90.91,0.0,0.0,32.73,2
1824,Blesbokspruit @ Nigel,2019,3,Jul-Sep,0.0,158.0,2804.0,8.0,0.5,0.28,20.0,81.82,0.0,0.0,25.46,2
1825,Blesbokspruit @ Nigel,2019,4,Oct-Dec,0.0,170.0,655.0,7.8,0.7,0.62,20.0,72.73,0.0,0.0,23.18,2
1826,Blesbokspruit @ Jameson Park,2019,1,Jan-Mar,0.0,61.0,0.0,7.5,2.5,0.57,40.0,100.0,0.0,0.0,35.0,2
1827,Blesbokspruit @ Jameson Park,2019,2,Apr-Jun,0.0,93.0,0.0,7.6,1.0,0.61,40.0,90.91,0.0,0.0,32.73,2
1828,Blesbokspruit @ Jameson Park,2019,3,Jul-Sep,0.0,116.0,0.0,7.8,1.28,1.05,40.0,81.82,0.0,0.0,30.46,2
1829,Blesbokspruit @ Jameson Park,2019,4,Oct-Dec,0.0,155.0,0.0,7.5,1.63,0.48,20.0,81.82,0.0,0.0,25.46,2
1830,Stream from Kaydale Station,2019,1,Jan-Mar,0.0,96.0,0.0,7.7,1.28,0.46,40.0,100.0,0.0,0.0,35.0,2
1831,Stream from Kaydale Station,2019,2,Apr-Jun,0.0,67.0,0.0,7.5,2.17,0.56,40.0,100.0,0.0,0.0,35.0,2
1832,Stream from Kaydale Station,2019,3,Jul-Sep,0.0,89.0,0.0,7.5,0.87,0.82,40.0,90.91,0.0,0.0,32.73,2
1833,Stream from Kaydale Station,2019,4,Oct-Dec,0.0,47.0,0.0,7.4,3.5,0.94,40.0,90.91,0.0,0.0,32.73,2
1834,Suikerbosrant River below Balfour,2019,1,Jan-Mar,0.0,44.0,1958.0,7.6,0.54,0.41,40.0,100.0,0.0,0.0,35.0,2
1835,Suikerbosrant River below Balfour,2019,2,Apr-Jun,0.0,35.0,188.0,7.6,0.52,0.26,40.0,100.0,100.0,0.0,60.0,2
1836,Suikerbosrant River below Balfour,2019,3,Jul-Sep,0.0,61.0,36.0,7.7,2.41,0.25,40.0,100.0,100.0,0.0,60.0,2
1837,Suikerbosrant River below Balfour,2019,4,Oct-Dec,0.0,61.0,3602.0,7.6,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1838,Outflow from New Kleinfontein Dam,2020,1,Jan-Mar,0.0,26.0,0.0,7.5,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1839,Outflow from New Kleinfontein Dam,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1840,Outflow from New Kleinfontein Dam,2020,3,Jul-Sep,0.0,44.0,0.0,7.6,0.67,0.25,40.0,100.0,0.0,0.0,35.0,2
1841,Outflow from New Kleinfontein Dam,2020,4,Oct-Dec,0.0,40.0,0.0,7.2,0.56,1.07,40.0,90.91,0.0,0.0,32.73,2
1842,Outflow from Van Ryn Dam,2020,1,Jan-Mar,0.0,55.0,0.0,7.7,0.56,0.97,40.0,81.82,0.0,0.0,30.46,2
1843,Outflow from Van Ryn Dam,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1844,Outflow from Van Ryn Dam,2020,3,Jul-Sep,0.0,66.0,0.0,7.4,0.5,1.8,40.0,81.82,0.0,0.0,30.46,2
1845,Outflow from Van Ryn Dam,2020,4,Oct-Dec,0.0,86.0,0.0,7.5,0.5,4.93,40.0,81.82,0.0,0.0,30.46,2
1846,Stream from Brakpan Lake,2020,1,Jan-Mar,0.0,42.0,0.0,7.3,0.5,0.8,40.0,90.91,0.0,0.0,32.73,2
1847,Stream from Brakpan Lake,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1848,Stream from Brakpan Lake,2020,3,Jul-Sep,0.0,72.0,0.0,7.4,0.5,3.3,40.0,90.91,0.0,0.0,32.73,2
1849,Stream from Brakpan Lake,2020,4,Oct-Dec,0.0,58.0,0.0,7.5,0.5,5.53,40.0,90.91,0.0,0.0,32.73,2
1850,Causeway @ Alexander Dam,2020,1,Jan-Mar,0.0,42.0,0.0,7.8,1.07,0.76,40.0,90.91,0.0,0.0,32.73,2
1851,Causeway @ Alexander Dam,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1852,Causeway @ Alexander Dam,2020,3,Jul-Sep,0.0,63.0,0.0,7.9,0.5,0.47,40.0,100.0,0.0,0.0,35.0,2
1853,Causeway @ Alexander Dam,2020,4,Oct-Dec,0.0,58.0,0.0,7.6,0.53,3.1,40.0,90.91,0.0,0.0,32.73,2
1854,Stream from Daveyton below Welgedacht WWTW,2020,1,Jan-Mar,0.0,60.0,554.0,7.8,1.43,0.46,40.0,100.0,0.0,0.0,35.0,2
1855,Stream from Daveyton below Welgedacht WWTW,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1856,Stream from Daveyton below Welgedacht WWTW,2020,3,Jul-Sep,0.0,61.0,203.0,7.4,7.23,0.39,40.0,90.91,100.0,0.0,57.73,2
1857,Stream from Daveyton below Welgedacht WWTW,2020,4,Oct-Dec,0.0,62.0,4025.0,7.4,0.75,1.91,40.0,90.91,0.0,0.0,32.73,2
1858,Blesbokspruit @ Welgedacht,2020,1,Jan-Mar,0.0,61.0,0.0,7.9,1.05,0.34,40.0,100.0,0.0,0.0,35.0,2
1859,Blesbokspruit @ Welgedacht,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1860,Blesbokspruit @ Welgedacht,2020,3,Jul-Sep,0.0,76.0,0.0,7.4,1.5,0.66,40.0,90.91,0.0,0.0,32.73,2
1861,Blesbokspruit @ Welgedacht,2020,4,Oct-Dec,0.0,64.0,0.0,7.6,1.2,1.36,40.0,90.91,0.0,0.0,32.73,2
1862,Blesbokspruit @ Grootvlei Mine Train Bridge,2020,1,Jan-Mar,0.0,87.0,0.0,7.9,0.58,1.03,40.0,90.91,0.0,0.0,32.73,2
1863,Blesbokspruit @ Grootvlei Mine Train Bridge,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1864,Blesbokspruit @ Grootvlei Mine Train Bridge,2020,3,Jul-Sep,0.0,88.0,0.0,7.7,0.5,0.48,40.0,100.0,0.0,0.0,35.0,2
1865,Blesbokspruit @ Grootvlei Mine Train Bridge,2020,4,Oct-Dec,0.0,82.0,0.0,7.7,0.5,1.96,40.0,90.91,0.0,0.0,32.73,2
1866,Klein Blesbokspruit @ Selection Park,2020,1,Jan-Mar,0.0,46.0,0.0,7.8,1.73,0.25,40.0,100.0,0.0,0.0,35.0,2
1867,Klein Blesbokspruit @ Selection Park,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1868,Klein Blesbokspruit @ Selection Park,2020,3,Jul-Sep,0.0,43.0,0.0,7.2,3.0,0.25,40.0,100.0,0.0,0.0,35.0,2
1869,Klein Blesbokspruit @ Selection Park,2020,4,Oct-Dec,0.0,50.0,0.0,7.3,1.27,0.96,40.0,90.91,0.0,0.0,32.73,2
1870,Blesbokspruit on N17 Toll Road @ Springs,2020,1,Jan-Mar,0.0,90.0,0.0,7.8,0.5,1.05,40.0,90.91,0.0,0.0,32.73,2
1871,Blesbokspruit on N17 Toll Road @ Springs,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1872,Blesbokspruit on N17 Toll Road @ Springs,2020,3,Jul-Sep,0.0,93.0,0.0,8.0,0.5,0.3,40.0,100.0,0.0,0.0,35.0,2
1873,Blesbokspruit on N17 Toll Road @ Springs,2020,4,Oct-Dec,0.0,89.0,0.0,7.7,0.5,2.02,40.0,90.91,0.0,0.0,32.73,2
1874,Blesbokspruit @ Marievale Bird Sanctuary,2020,1,Jan-Mar,0.0,92.0,0.0,7.9,0.5,0.78,40.0,90.91,0.0,0.0,32.73,2
1875,Blesbokspruit @ Marievale Bird Sanctuary,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1876,Blesbokspruit @ Marievale Bird Sanctuary,2020,3,Jul-Sep,0.0,145.0,0.0,8.2,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1877,Blesbokspruit @ Marievale Bird Sanctuary,2020,4,Oct-Dec,0.0,117.0,0.0,7.7,0.5,1.46,40.0,81.82,0.0,0.0,30.46,2
1878,Blesbokspruit on R42 bridge @ Nigel,2020,1,Jan-Mar,0.0,94.0,0.0,8.0,0.5,0.82,40.0,90.91,0.0,0.0,32.73,2
1879,Blesbokspruit on R42 bridge @ Nigel,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1880,Blesbokspruit on R42 bridge @ Nigel,2020,3,Jul-Sep,0.0,150.0,0.0,8.1,0.5,0.25,20.0,100.0,0.0,0.0,30.0,2
1881,Blesbokspruit on R42 bridge @ Nigel,2020,4,Oct-Dec,0.0,132.0,0.0,8.0,0.5,1.01,20.0,72.73,0.0,0.0,23.18,2
1882,Stormwater drain from Nigel Dam,2020,1,Jan-Mar,0.0,55.0,0.0,7.8,0.5,0.37,40.0,100.0,0.0,0.0,35.0,2
1883,Stormwater drain from Nigel Dam,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1884,Stormwater drain from Nigel Dam,2020,3,Jul-Sep,0.0,70.0,0.0,8.0,0.5,0.25,40.0,100.0,0.0,0.0,35.0,2
1885,Stormwater drain from Nigel Dam,2020,4,Oct-Dec,0.0,71.0,0.0,7.7,0.5,0.1,40.0,100.0,0.0,0.0,35.0,2
1886,Blesbokspruit @ Nigel,2020,1,Jan-Mar,0.0,92.0,6608.0,8.2,0.5,0.61,40.0,90.91,0.0,0.0,32.73,2
1887,Blesbokspruit @ Nigel,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1888,Blesbokspruit @ Nigel,2020,3,Jul-Sep,0.0,137.0,2732.0,8.0,0.8,0.26,20.0,100.0,0.0,0.0,30.0,2
1889,Blesbokspruit @ Nigel,2020,4,Oct-Dec,0.0,123.0,307.0,7.9,0.68,1.13,20.0,81.82,100.0,0.0,50.46,2
1890,Blesbokspruit @ Jameson Park,2020,1,Jan-Mar,0.0,87.0,0.0,8.1,0.56,0.89,40.0,90.91,0.0,0.0,32.73,2
1891,Blesbokspruit @ Jameson Park,2020,2,Apr-Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
